Original HS Code,Original HS Classification,Description in Original Classification,Consolidated HS code
441139,1996,Fibreboard of a density exceeding 0.35 g/cm3 but not exceeding 0.5 g/cm3 :-- Other,441111
441139,2002,Other,441111
441191,1996,Other :-- Not mechanically worked or surface covered,441111
441191,2002,Not mechanically worked or surface covered,441111
441192,2007,"Fibreboard of wood/other ligneous materials, whether/not bonded with resins/other organic substances, of a density > 0.8 g/cm¦",441111
441193,2007,"Fibreboard of wood/other ligneous materials, whether/not bonded with resins/other organic substances, of a density >0.5g/cm¦ but not >0.8 g/cm¦",441111
441194,2007,"Fibreboard of wood/other ligneous materials, whether/not bonded with resins/other organic substances, of a density not >0.5g/cm¦",441111
441199,1996,Other,441111
441199,2002,Other,441111
441214,1996,"Plywood consisting solely of sheets of wood, each ply not exceeding 6 mm thickness :-- Other, with at least one outer ply of non-coniferous wood",441210
441214,2002,"Other, with at least one outer ply of nonconiferous wood",441210
441223,1996,"Other, with at least one outer ply of non-coniferous wood :-- Other, containing at least one layer of particle board",441210
441223,2002,"Other, containing at least one layer of particle board",441210
441229,1996,"Other, with at least one outer ply of non-coniferous wood :-- Other",441210
441229,2002,Other,441210
441232,2007,"Plywood, consisting solely of sheets of wood (other than bamboo), each ply not> 6 mm thkns, with at least one outer ply of non-coniferous wood",441210
441239,2007,"Plywood, consisting solely of sheets of wood (other than bamboo,excl. of 4412.31 &4412.32), each ply not> 6 mm thkns",441210
441294,2007,"Plywood, veneered panels&similar laminated wood, of blockboard, laminboard&battenboard",441210
441299,1996,Other,441210
441299,2002,Other,441210
441299,2007,"Plywood, veneered panels&similar laminated wood, n.e.s.(excl. of 4412.10-4412.94)",441210
441860,2007,Posts&beams,441830
441871,2007,Assembled flooring panels for mosaic floors,441830
441872,2007,"Assembled flooring panels, multilayer",441830
441879,2007,Assembled flooring panels (excl. of 4418.71& 4418.72),441830
441890,1996,Other,441830
441890,2002,Other,441830
441890,2007,"Builders' joinery&carpentry of wood, including cellular wood panels, assembled flooring panels, shingles&shakes(excl. of 4418.10-4418.79)",441830
460199,1996,Other,460110
460199,2002,Other,460110
460199,2007,"Plaits & similar products of plaiting materials, whether/not assembled into strips; plaiting materials, plaits & similar products of plaiting materials, bound together in parallel strands/woven, in sheet form, whether/not being finished article",460110
460121,2007,"Mats, matting&screens of vegetable materials, of bamboo",460120
460122,2007,"Mats, matting&screens of vegetable materials, of rattan",460120
460129,2007,"Mats, matting&screens of vegetable materials (excl. of 4601.21& 4601.22)",460120
460211,2007,"Basketwork, wickerwork & other articles, made directly to shape from bamboo",460210
460212,2007,"Basketwork, wickerwork & other articles, made directly to shape from rattan",460210
460219,2007,"Basketwork, wickerwork & other articles, made directly to shape from vegetable materials other than bamboo&rattan; articles of loofah",460210
470691,1996,Other :-- Mechanical,470630
470691,2002,Mechanical,470630
470691,2007,"Pulps of fibres derived from recovered (waste & scrap) paper/paperboard/of fibrous cellulosic material (excl. of 4706.10-4706.30), mechanical",470630
470692,1996,Other :-- Chemical,470630
470692,2002,Chemical,470630
470692,2007,"Pulps of fibres derived from recovered (waste & scrap) paper/paperboard/of fibrous cellulosic material (excl. of 4706.10-4706.30), chemical",470630
470693,1996,Other :-- Semi-chemical,470630
470693,2002,Semichemical,470630
470693,2007,"Pulps of fibres derived from recovered (waste & scrap) paper/paperboard/of fibrous cellulosic material (excl. of 4706.10-4706.30), semi-chemical",470630
480560,1996,"Other paper and paperboard, weighing 150 g/m2 or less",480230
480220,1996,"Paper and paperboard of a kind used as a base for photo-sensitive, heat-sensitive or electro-sensitive paper or paperboard",480251
480220,2002,"Paper and paperboard of a kind used as a base for photosensitive, heatsensitive or electrosensitive paper or paperboard",480251
480220,2007,"Paper & paperboard, uncoated, of a kind used as a base for photo-sensitive/heat-sensitive/electro-sensitive paper/paperboard",480251
480240,1996,Wallpaper base,480251
480240,2002,Wallpaper base,480251
480240,2007,Wallpaper base,480251
480252,1996,"Other paper and paperboard, not containing fibres obtained by a mechanical process or of which not more than 10 % by weight of the total fibre content consists of such fibres :-- Weighing 40 g/m2 or more but not more",480251
480253,1996,"Other paper and paperboard, not containing fibres obtained by a mechanical process or of which not more than 10 % by weight of the total fibre content consists of such fibres :-- Weighing more than 150 g/m2",480251
480254,2002,Weighing less than 40 g/m²,480251
480254,2007,"Paper&paperboard, not containing fibres obtained by a mechanical/chemi-mechanical process/of which not > 10% by weight of the total fibre content consists of such fibres, weighing < 40 g/m¦",480251
480255,2002,"Weighing 40 g/m² or more but not more than 150 g/m², in rolls",480251
480255,2007,"Paper&paperboard, not containing fibres obtained by a mechanical/chemi-mechanical process/of which not > 10% by weight of the total fibre content consists of such fibres, weighing >40 g/m¦ but not >150 g/m¦, in rolls",480251
480256,2002,"Weighing 40 g/m² or more but not more than 150 g/m², in sheets with one side not exceeding 435 mm and the other side not exceeding 297 mm in the unfolded state",480251
480256,2007,"Paper&paperboard, not containing fibres obtained by a mechanical/chemi-mechanical process/of which not > 10% by weight of the total fibre content consists of such fibres, weighing > 40 g/m¦ but not > 150 g/m¦, in sheets with one side not > 435",480251
480257,2002,"Other, weighing 40 g/m² or more but not more than 150 g/m²",480251
480257,2007,"Paper&paperboard, not containing fibres obtained by a mechanical/chemi-mechanical process/of which not > 10% by weight of the total fibre content consists of such fibres, weighing > 40 g/m¦ but not > 150 g/m¦(excl. of 4802.54-4802.56)",480251
480258,2002,Weighing more than 150 g/m²,480251
480258,2007,"Paper&paperboard, not containing fibres obtained by a mechanical/chemi-mechanical process/of which not > 10% by weight of the total fibre content consists of such fibres, weighing > 150 g/m¦",480251
480260,1996,"Other paper and paperboard, of which more than 10 % by weight of the total fibre content consists of fibres obtained by a mechanical process",480251
480261,2002,In rolls,480251
480261,2007,"Paper&paperboard, of which >10 % by weight of the total fibre content consists of fibres obtained by a mechanical/chemi-mechanical process, in rolls",480251
480262,2002,In sheets with one side not exceeding 435 mm and the other side not exceeding 297 mm in the unfolded state,480251
480262,2007,"Paper&paperboard, of which >10 % by weight of the total fibre content consists of fibres obtained by a mechanical/chemi-mechanical process, in sheets with one side not>435mm&the other side not>297mm in the unfolded state",480251
480269,2002,Other,480251
480269,2007,"Paper&paperboard, of which >10 % by weight of the total fibre content consists of fibres obtained by a mechanical/chemi-mechanical process (excl. of 4802.61& 4802.62), n.e.s.",480251
480510,1996,Semi-chemical fluting paper (corrugating medium),480251
480511,2002,Semichemical fluting paper,480251
480511,2007,"Semi-chemicalfluting paper,uncoated, in rolls/sheets, not further worked than/further processed than as spec. in Note 3 to Ch.48",480251
480512,2002,Straw fluting paper,480251
480512,2007,"Straw fluting paper, uncoated, in rolls/sheets, not further worked than/further processed than as spec. in Note 3 to Ch.48",480251
480519,2002,Other,480251
480519,2007,"Fluting paper (excl. semi-chemical/straw fluting paper), uncoated, in rolls/sheets, not further worked than/further processed than as spec. in Note 3 to Ch.48",480251
480521,1996,Multi-ply paper and paperboard :-- Each layer bleached,480251
480522,1996,Multi-ply paper and paperboard :-- With only one outer layer bleached,480251
480523,1996,"Multi-ply paper and paperboard :-- Having three or more layers, of which only the two outer layers are bleached",480251
480524,2002,Weighing 150 g/m² or less,480251
480524,2007,"Testliner (recycled liner board), uncoated, in rolls/sheets, not further worked than/further processed than as spec. in Note 3 to Ch.48, weighing 150g/m2/less",480251
480525,2002,Weighing more than 150 g/m²,480251
480525,2007,"Testliner (recycled liner board), uncoated, in rolls/sheets, not further worked than/further processed than as spec. in Note 3 to Ch.48, weighing >150g/m2",480251
480529,1996,Multi-ply paper and paperboard :-- Other,480251
480570,1996,"Other paper and paperboard, weighing more than 150 g/m2 but less than 225 g/m2",480251
480580,1996,"Other paper and paperboard, weighing 225 g/m2 or more",480251
480591,2002,Weighing 150 g/m² or less,480251
480591,2007,"Uncoated paper & paperboard (excl. of 4801.00-4805.50), in rolls/sheets, not further worked than/further processed than as spec. in Note 3 to Ch.48, weighing 150g/m2",480251
480592,2002,Weighing more than 150 g/m² but less than 225 g/m²,480251
480592,2007,"Uncoated paper & paperboard (excl. of 4801.00-4805.50), in rolls/sheets, not further worked than/further processed than as spec. in Note 3 to Ch.48, weighing >150g/m2 but <225g/m2",480251
480593,2002,Weighing 225 g/m² or more,480251
480593,2007,"Uncoated paper & paperboard (excl. of 4801.00-4805.50), in rolls/sheets, not further worked than/further processed than as spec. in Note 3 to Ch.48, weighing 225g/m2/more",480251
480700,2002,"Composite paper and paperboard (made by sticking flat layers of paper or paperboard together with an adhesive), not surfacecoated or impregnated, whether or not internally reinforced, in rolls or sheets.",480251
480700,2007,"Composite paper & paperboard (made by sticking flat layers of paper/paperboard together with an adhesive), not surface-coated/impregnated, whether/not internally reinforceded, in rolls/sheets",480251
480710,1996,"Paper and paperboard, laminated internally with bitumen, tar or asphalt",480251
480790,1996,Other,480251
481011,1996,"Paper and paperboard of a kind used for writing, printing or other graphic purposes, not containing fibres obtained by a mechanical process or of which not more than 10% by weight of the total fibre..:--Weighing not more than 150g/m2",480251
